"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","group"
"109 CS_HS_1stcross",-2.76790091501449,-1.17431962793118,-0.188370717212454,0.261946379283422,0.857098320223137,-0.676209506588688,0.443976742048458,0.131490765802622,1.00645801452172,0.0849833607912707,-0.165863943788788,0.101725773511375,"CS_HS"
"110 CS_BS_1stcross",-2.39055340826521,0.332941763202554,-0.66873611643685,0.620949770644961,1.01460230860932,0.0139794283674117,0.305030642450403,0.503853359996411,-0.385035761321937,-0.553462226778021,0.128355745741119,-0.111584327651208,"CS_BS"
"111 CS_JC_1stcross",3.14694525788612,1.82226788891498,-0.279571980306322,2.10734177973731,0.156094993017841,0.309290354666233,-0.634196258007611,-0.774041829054971,-0.310286751476692,0.175629754127739,-0.321059007247258,0.0144472412719384,"CS_JC"
"112 CS_TP_1stcross",0.414362900324387,0.162362048326435,0.569483994913029,0.966656345313102,0.527410139665934,-0.926467842971675,-0.699927233016684,0.0125433046453716,-0.247498414548137,0.687134627053223,0.139363586812728,0.0508142032489994,"CS_TP"
"113 CS_TZ_1stcross",2.37627920527748,-1.86818303957499,0.473096770125719,-1.20759653289972,-0.706639986761562,-0.538765024155707,0.859160112352402,0.385666973057618,-0.336182268630844,0.00846505632838512,-0.149310438553556,0.0228966602455234,"CS_TZ"
"114 CS_HS_1stcross",-1.52987689197213,-1.63885566048034,1.33762905778315,0.390192762864975,0.0795143717219628,-0.4610387300969,-0.471570634046129,-0.386180909922301,0.372678153329644,0.0789113467906068,-0.042320917922738,0.0475164833389563,"CS_HS"
"115 CS_BS_1stcross",0.964847679444325,-2.88696429656833,1.44327891944739,-0.302912851010697,-0.705173075710358,-1.15029440767753,-0.0341238207998182,-0.446102057112325,-0.234392012551599,0.365341073222597,0.174371004095685,0.00700289685605504,"CS_BS"
"116 CS_JC_1stcross",-0.210250386095186,-0.250117235218514,1.46571133995162,0.272549300681264,-0.357175554117626,-0.694027056214745,0.404523644380144,-0.765809384138715,-0.316532990823016,0.401669691185054,-0.0158833470423391,0.00963338653432655,"CS_JC"
"117 CS_TZ_1stcross",1.7827105262916,-1.902766399786,-1.06379774667947,0.0580855034330709,0.643487411051871,-0.403950969792572,0.399049027012639,-0.467005225844471,-0.256774640487751,0.137876033358765,-0.0435748745704692,0.14148092863107,"CS_TZ"
"118 CS_HS_1stcross",-2.30020569496953,-1.66338681394708,1.4262539482794,-0.373196473236209,0.0837367949233134,0.103180191620157,-0.580958041516246,0.160481625825901,-0.509329569651714,-0.182115728931445,-0.144948423565641,0.105381108736435,"CS_HS"
"119 CS_BS_1stcross",0.523459886089884,0.0924651013320586,3.29537001594282,-1.19580200558317,-1.42410384394394,-0.792054336788701,-0.0265107490686195,-0.353397688880683,0.0191558979861391,-0.67103006511612,-0.219105522687703,-0.300635181047268,"CS_BS"
"120 CS_JC_1stcross",6.0144051718968,1.4800163814763,-1.05687631690531,2.1180703839771,0.300619637165895,-0.440522916350668,-1.25731822214113,-0.17222071848033,-0.588684750997901,-0.699136743386988,-0.573166287640174,0.229129490502274,"CS_JC"
"121 CS_TP_1stcross",0.726090494390411,1.75808624227738,-0.102326851850531,0.733240492000057,0.48281196652975,0.415016168389642,0.288786232981423,0.07871731028719,0.268192326820559,0.375478222422787,0.0414794637801586,-0.000618371297265663,"CS_TP"
"122 CS_TP_1stcross",-0.678731797243727,0.47772762622949,1.6632891458737,0.460914849544691,-0.300838550578639,0.14239841876555,-0.195966587610761,-0.346533837987773,0.196378411612559,0.575717942599274,-0.00123812453319196,0.23630111730262,"CS_TP"
"123 CS_TZ_1stcross",-1.76111325631698,0.885698485930499,1.04974489283128,0.167146150269435,-0.0675338056724477,0.517746787567525,-0.283212156131474,-0.0607031772701257,-0.13754536131523,0.0621264525101916,-0.00413899855665597,0.118599978277593,"CS_TZ"
"124 CS_HS_1stcross",-2.7119459940411,0.0258886173588819,0.0790250300330836,0.266165928763374,0.513106606705715,-0.624108268464684,-0.122041951325325,0.110480416137732,-0.2326811169339,-0.288486359738077,0.063799967946171,-0.110211501806987,"CS_HS"
"125 CS_BS_1stcross",4.45483396921688,-2.04009087025505,-1.22914133680094,-1.38366300460114,0.177468333077958,-0.471542934614193,0.353508797272777,0.348409566899175,-0.297704181326173,0.0678407256523806,0.152413454629415,0.34544645545264,"CS_BS"
"126 CS_JC_1stcross",-0.554374957795119,-0.494086477997753,0.898284044249493,0.248768717470845,-0.346316727973079,0.144309849027327,0.385888311130648,-0.108399305897409,0.404195214859842,0.209994831920757,0.0271296900612029,-0.0993938550468135,"CS_JC"
