"","id","group","genotype","treatment","machine","other","date","timeofday","length_experiment","median_speed","distance_traveled_mm__permin","turning_angle","meander","activitytime_permin_ST","act_bouts_ST","pause_duration_ST","numb_pause_permin_ST","activitytime_permin_TT","act_bouts_TT","pause_length_TT","numb_pauses_permin_TT","centrophobism_moving","centrophobism_sitting","number_of_walks_permin","stripe_deviation"
"57","156_CSTP","CS_TP_2ndcross","CS_TP","none","B","2ndcross",2013-09-26,2014-10-23 16:46:27,4.99833333094915,13.8695432682906,205.694421641334,9.96756803619268,0.690287002422563,23.3877960099127,2.25000011920929,2.09999990463257,7.00233411471054,22.1273757357059,1.5,2.84999990463257,6.80226742571881,0.42296918767507,0.886413280908694,0.600200066975189,33.5675778615533
"58","157_CSTP","CS_TP_2ndcross","CS_TP","none","C","2ndcross",2013-09-26,2014-10-23 16:16:50,4.99833333492279,15.1279127884522,368.973337222426,7.80160070467269,0.481961558077527,35.0316771955221,3.59999990463257,1.95000004768372,6.00200066498034,33.8512836646298,3.25,2.59999990463257,5.40180059848231,0.263157894736842,-0.20986301369863,0.800266755330712,24.9866166492973
"59","158_CSTP","CS_TP_2ndcross","CS_TP","none","D","2ndcross",2013-09-26,2014-10-23 16:37:55,4.99833333094915,13.5607805231857,285.381370454901,7.31026711705919,0.489442173852863,29.3897965842653,5.59999990463257,2,4.20140046882633,29.3297765871077,5.54999995231628,2.40000009536743,3.60120040185114,-0.192807192807193,0.541458541458541,0.600200066975189,15.0142370020877
"60","159_CSBVS","CS_BS_2ndcross","CS_BS","none","A","2ndcross",2013-09-26,2014-10-23 16:18:46,4.99833333094915,15.9488732220967,77.7029603577568,6.86983418594091,0.390902323516992,5.9419806725943,4.20000004768372,5.20000004768372,1.40046682294211,6.20206721564478,0.100000143051147,4.5,4.60153384680979,-0.327433628318584,-0.944544472452287,0.20006668899173,9.10855154190096
"61","160_CSBVS","CS_BS_2ndcross","CS_BS","none","B","2ndcross",2013-09-26,2014-10-23 16:53:40,4.99833333094915,15.0347299087798,520.230401147341,7.36613693692279,0.456857414870744,43.9146382813843,2.20000004768372,3,3.40113371285941,42.4741580634043,1.25,1.94999992847443,4.40146715781806,-0.291543465405086,0.0503048780487805,4.20140046882633,13.868473169487
"62","161_CSBVS","CS_BS_2ndcross","CS_BS","none","C","2ndcross",2013-09-26,2014-10-23 16:59:27,4.99833333094915,15.7232035718447,595.534334691356,5.93748741446136,0.346972605190587,50.2967655839011,6.54999995231628,0.700000047683716,6.40213404773535,49.2564189824026,6,2.09999990463257,4.60153384680979,-0.337655321447866,-0.116319444444444,4.80160053580151,5.01164748291997
"63","162_CSBVS","CS_BS_2ndcross","CS_BS","none","D","2ndcross",2013-09-26,2014-10-23 16:30:34,4.99833333094915,12.1110405834992,333.200286394518,9.05055056779689,0.680284700880964,40.5535176773651,6.79999995231628,1.95000004768372,5.20173391378497,41.0736911927626,8.09999990463257,4.64999997615814,3.60120040185114,-0.350943396226415,-0.625744934445769,1.00033344495865,10.336436333976
"64","163_CSHS","CS_HS_2ndcross","CS_HS","none","A","2ndcross",2013-09-26,2014-10-23 16:35:04,4.99833333094915,17.4641019102159,632.053621480787,4.79733887676836,0.259035057912813,44.3747916088257,5.59999990463257,1.29999995231628,5.60186729176843,45.6552182466542,1.70000004768372,2.45000004768372,4.40146715781806,-0.34979896611143,0.55784469096672,3.60120040185114,10.3529003145867
"65","164_CSHS","CS_HS_2ndcross","CS_HS","none","B","2ndcross",2013-09-26,2014-10-23 16:37:36,4.99833333492279,15.7305993278718,559.048862082611,6.53218858848439,0.389811300535629,41.9939979096597,7.44999992847443,2.30000019073486,3.40113371015553,40.9736579110922,5.85000002384186,3.10000014305115,4.20140046548624,-0.52463768115942,-0.538341158059468,2.40080026599214,14.8927065011003
"66","165_CSHS","CS_HS_2ndcross","CS_HS","none","C","2ndcross",2013-09-26,2014-10-23 16:50:05,4.99833333094915,15.5248581155334,453.5537650841,5.70436601226108,0.353531577046299,36.8122706313794,6.45000004768372,2,5.4018006027767,35.6318772903472,6.20000004768372,2.30000007152557,5.60186729176843,-0.265536723163842,0.0787649653434152,3.40113371285941,11.6404670949391
"67","166_CSHS","CS_HS_2ndcross","CS_HS","none","D","2ndcross",2013-09-26,2014-10-23 16:51:05,4.99833333094915,13.9382326282351,278.150114051533,6.71179299384564,0.458804864268514,25.2284094150777,5.65000009536743,5.90000009536743,3.20106702386768,25.0683560257246,4.34999990463257,4.60000002384186,3.60120040185114,-0.263267429760666,-0.545543584720862,1.00033344495865,28.0863413503429
"68","167_CSBVS","CS_BS_2ndcross","CS_BS","none","D","2ndcross",2013-09-26,2014-10-23 17:00:15,4.99833333492279,16.3899069771836,677.050996325461,7.36328613996342,0.406374287133994,52.5775259110871,14.2999999523163,0.599999904632568,2.60086695482482,51.9773258922887,23.9000000953674,1.99999988079071,2.00066688832678,-0.249136655155402,-0.217213114754098,4.6015338431516,12.9404438801995
"69","168_CSTP","CS_TP_2ndcross","CS_TP","none","C","2ndcross",2013-09-26,2014-10-23 17:07:49,4.99833333094915,15.3533193447345,547.891916727424,8.26416841852215,0.520423355055637,46.6555519301109,8.85000002384186,1.09999990463257,4.0013337798346,45.8552851264444,2.80000007152557,1.94999992847443,4.0013337798346,0.318260869565217,0.663536776212833,2.0006668899173,32.8215608323941
